union_id,chrom,start,end,peak_class,annotation,figure4_feature
CTCF_union_20485,chr19,4924886,4925145,GAINED,Promoter (1-2kb),Promoter
CTCF_union_20486,chr19,4928278,4928802,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20487,chr19,4929161,4929418,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20488,chr19,4961657,4962532,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20489,chr19,4969913,4970107,LOST,Distal Intergenic,Distal
CTCF_union_20490,chr19,4977741,4977962,GAINED,Distal Intergenic,Distal
CTCF_union_20491,chr19,4981757,4982227,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20492,chr19,5001787,5002601,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20493,chr19,5014832,5015488,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20494,chr19,5016577,5017247,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20495,chr19,5023780,5024317,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20496,chr19,5038714,5038906,LOST,Promoter (<=1kb),Promoter
CTCF_union_20497,chr19,5050108,5050727,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20498,chr19,5053715,5054277,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20499,chr19,5056008,5056806,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20500,chr19,5068087,5068400,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20501,chr19,5073048,5073625,MAINTAINED,"Intron (ENSMUST00000237721.1/ENSMUST00000237721.1, intron 1 of 1)",Intron
CTCF_union_20502,chr19,5076191,5076533,MAINTAINED,"Intron (ENSMUST00000140389.7/381199, intron 1 of 2)",Intron
CTCF_union_20503,chr19,5086536,5086884,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20504,chr19,5087754,5088576,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20505,chr19,5093740,5094871,MAINTAINED,3' UTR,Other
CTCF_union_20506,chr19,5108121,5108663,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20507,chr19,5110049,5110423,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20508,chr19,5117175,5118330,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20509,chr19,5129780,5130051,LOST,Distal Intergenic,Distal
CTCF_union_20510,chr19,5139548,5140092,MAINTAINED,"Intron (ENSMUST00000025786.8/107975, intron 19 of 23)",Intron
CTCF_union_20511,chr19,5151157,5151817,MAINTAINED,"Intron (ENSMUST00000025786.8/107975, intron 10 of 23)",Intron
CTCF_union_20512,chr19,5164433,5164749,LOST,"Intron (ENSMUST00000025786.8/107975, intron 2 of 23)",Intron
CTCF_union_20513,chr19,5195651,5196091,MAINTAINED,"Intron (ENSMUST00000025786.8/107975, intron 1 of 23)",Intron
CTCF_union_20514,chr19,5294989,5295945,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20515,chr19,5302489,5302819,MAINTAINED,5' UTR,Other
CTCF_union_20516,chr19,5337971,5338387,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20517,chr19,5348705,5349265,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20518,chr19,5366187,5367786,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20519,chr19,5370930,5371349,MAINTAINED,3' UTR,Other
CTCF_union_20520,chr19,5376806,5377290,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20521,chr19,5406577,5407509,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20522,chr19,5424090,5424651,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20523,chr19,5428137,5428423,LOST,Promoter (2-3kb),Promoter
CTCF_union_20524,chr19,5432938,5433363,GAINED,Distal Intergenic,Distal
CTCF_union_20525,chr19,5452277,5452902,MAINTAINED,"Intron (ENSMUST00000025850.6/14283, intron 2 of 3)",Intron
CTCF_union_20526,chr19,5456676,5457693,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20527,chr19,5463607,5464281,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20528,chr19,5473087,5473321,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20529,chr19,5487685,5489512,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20530,chr19,5494974,5495264,LOST,Promoter (2-3kb),Promoter
CTCF_union_20531,chr19,5510533,5511014,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20532,chr19,5529075,5529912,MAINTAINED,"Intron (ENSMUST00000210638.1/ENSMUST00000210638.1, intron 2 of 3)",Intron
CTCF_union_20533,chr19,5567300,5569344,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20534,chr19,5648760,5649098,GAINED,Distal Intergenic,Distal
CTCF_union_20535,chr19,5687939,5689012,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20536,chr19,5706133,5706364,GAINED,Promoter (1-2kb),Promoter
CTCF_union_20537,chr19,5711130,5711704,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20538,chr19,5715987,5716764,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20539,chr19,5727587,5728373,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20540,chr19,5729252,5729919,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20541,chr19,5777304,5777562,GAINED,Distal Intergenic,Distal
CTCF_union_20542,chr19,5780308,5780568,LOST,Distal Intergenic,Distal
CTCF_union_20543,chr19,5781197,5781425,LOST,Distal Intergenic,Distal
CTCF_union_20544,chr19,5786016,5787601,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20545,chr19,5791413,5792441,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20546,chr19,5792934,5793771,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20547,chr19,5803759,5804087,GAINED,Promoter (1-2kb),Promoter
CTCF_union_20548,chr19,5817833,5818489,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20549,chr19,5819642,5820008,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20550,chr19,5822529,5822797,GAINED,Distal Intergenic,Distal
CTCF_union_20551,chr19,5845439,5845913,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20552,chr19,5846215,5846444,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20553,chr19,5850031,5850709,MAINTAINED,3' UTR,Other
CTCF_union_20554,chr19,5877922,5878530,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20555,chr19,5885833,5886481,MAINTAINED,3' UTR,Other
CTCF_union_20556,chr19,5912724,5913049,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20557,chr19,5923597,5924814,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20558,chr19,5956621,5957053,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20559,chr19,5964188,5964469,LOST,Promoter (<=1kb),Promoter
CTCF_union_20560,chr19,5965149,5965655,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20561,chr19,6015490,6016168,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20562,chr19,6016543,6016854,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20563,chr19,6018123,6018526,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20564,chr19,6037132,6037403,GAINED,Distal Intergenic,Distal
CTCF_union_20565,chr19,6039957,6040340,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20566,chr19,6044064,6044469,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20567,chr19,6046036,6046410,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20568,chr19,6046742,6047542,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20569,chr19,6061151,6061821,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20570,chr19,6064872,6065107,LOST,Promoter (1-2kb),Promoter
CTCF_union_20571,chr19,6066744,6068436,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20572,chr19,6089239,6089575,MAINTAINED,"Intron (ENSMUST00000025704.2/67849, intron 4 of 5)",Intron
CTCF_union_20573,chr19,6118047,6118522,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20574,chr19,6122958,6123162,LOST,Promoter (<=1kb),Promoter
CTCF_union_20575,chr19,6126303,6126687,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20576,chr19,6140680,6142228,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20577,chr19,6235535,6236281,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20578,chr19,6260405,6261301,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20579,chr19,6262016,6262820,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20580,chr19,6265883,6266150,LOST,Promoter (1-2kb),Promoter
CTCF_union_20581,chr19,6268011,6268630,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20582,chr19,6276006,6277263,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20583,chr19,6304783,6305169,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20584,chr19,6306225,6307069,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20585,chr19,6331508,6332260,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20586,chr19,6334461,6335087,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20587,chr19,6340840,6341307,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20588,chr19,6373587,6374275,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20589,chr19,6376152,6376696,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20590,chr19,6388039,6388278,LOST,"Exon (ENSMUST00000035269.14/19309, exon 6 of 20)",Other
CTCF_union_20591,chr19,6393055,6393283,LOST,Promoter (<=1kb),Promoter
CTCF_union_20592,chr19,6400695,6400993,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20593,chr19,6401258,6401929,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20594,chr19,6417947,6418772,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20595,chr19,6428760,6429196,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20596,chr19,6452074,6452669,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20597,chr19,6464403,6464804,GAINED,"Exon (ENSMUST00000128272.7/18190, exon 5 of 5)",Other
CTCF_union_20598,chr19,6467000,6467278,MAINTAINED,"Intron (ENSMUST00000113462.7/18190, intron 7 of 22)",Intron
CTCF_union_20599,chr19,6488775,6489510,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20600,chr19,6491924,6492533,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20601,chr19,6513659,6514150,GAINED,"Exon (ENSMUST00000113462.7/18190, exon 20 of 23)",Other
CTCF_union_20602,chr19,6536751,6536994,GAINED,"Exon (ENSMUST00000113451.8/20521, exon 9 of 10)",Other
CTCF_union_20603,chr19,6552176,6552657,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20604,chr19,6577041,6577536,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20605,chr19,6616724,6617030,GAINED,Distal Intergenic,Distal
CTCF_union_20606,chr19,6661160,6661512,MAINTAINED,"Intron (ENSMUST00000137405.1/ENSMUST00000137405.1, intron 1 of 1)",Intron
CTCF_union_20607,chr19,6663226,6663883,MAINTAINED,"Intron (ENSMUST00000137405.1/ENSMUST00000137405.1, intron 1 of 1)",Intron
CTCF_union_20608,chr19,6815099,6815309,LOST,Distal Intergenic,Distal
CTCF_union_20609,chr19,6829006,6829637,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20610,chr19,6855349,6855650,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20611,chr19,6856437,6857114,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20612,chr19,6871584,6871810,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20613,chr19,6921211,6922215,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20614,chr19,6924305,6925051,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20615,chr19,6936280,6936855,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20616,chr19,6941650,6942898,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20617,chr19,6953962,6954331,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20618,chr19,6969653,6970140,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20619,chr19,6976081,6976538,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20620,chr19,6979363,6980385,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20621,chr19,6987656,6988210,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20622,chr19,6992169,6992744,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20623,chr19,7020333,7020802,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20624,chr19,7022785,7023008,GAINED,"Intron (ENSMUST00000025918.8/20867, intron 10 of 13)",Intron
CTCF_union_20625,chr19,7039544,7040372,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20626,chr19,7056578,7057059,LOST,Promoter (<=1kb),Promoter
CTCF_union_20627,chr19,7057869,7058291,GAINED,Promoter (1-2kb),Promoter
CTCF_union_20628,chr19,7064478,7065095,MAINTAINED,"Intron (ENSMUST00000040261.6/107227, intron 1 of 10)",Intron
CTCF_union_20629,chr19,7067809,7068574,MAINTAINED,"Intron (ENSMUST00000040261.6/107227, intron 3 of 10)",Intron
CTCF_union_20630,chr19,7069150,7069650,MAINTAINED,"Intron (ENSMUST00000040261.6/107227, intron 3 of 10)",Intron
CTCF_union_20631,chr19,7108505,7108968,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20632,chr19,7160603,7160985,MAINTAINED,"Intron (ENSMUST00000040261.6/107227, intron 3 of 10)",Intron
CTCF_union_20633,chr19,7166114,7166418,GAINED,"Intron (ENSMUST00000040261.6/107227, intron 3 of 10)",Intron
CTCF_union_20634,chr19,7195358,7195656,MAINTAINED,"Intron (ENSMUST00000040261.6/107227, intron 4 of 10)",Intron
CTCF_union_20635,chr19,7195917,7196504,MAINTAINED,"Exon (ENSMUST00000040261.6/107227, exon 5 of 11)",Other
CTCF_union_20636,chr19,7206372,7206659,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20637,chr19,7209553,7209876,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20638,chr19,7217379,7217773,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20639,chr19,7234753,7235257,MAINTAINED,3' UTR,Other
CTCF_union_20640,chr19,7263974,7264821,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20641,chr19,7268370,7269220,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20642,chr19,7273466,7273831,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20643,chr19,7276174,7276407,GAINED,Promoter (1-2kb),Promoter
CTCF_union_20644,chr19,7279136,7279582,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20645,chr19,7334919,7335141,LOST,"Intron (ENSMUST00000032557.14/13728, intron 1 of 17)",Intron
CTCF_union_20646,chr19,7345151,7345925,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20647,chr19,7417286,7418624,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20648,chr19,7423227,7423449,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20649,chr19,7436152,7436815,MAINTAINED,"Intron (ENSMUST00000088169.6/20168, intron 1 of 6)",Intron
CTCF_union_20650,chr19,7441546,7441986,MAINTAINED,"Intron (ENSMUST00000088169.6/20168, intron 1 of 6)",Intron
CTCF_union_20651,chr19,7480852,7481157,GAINED,Promoter (2-3kb),Promoter
CTCF_union_20652,chr19,7483447,7483912,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20653,chr19,7494154,7495103,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20654,chr19,7528942,7529444,MAINTAINED,3' UTR,Other
CTCF_union_20655,chr19,7557500,7557800,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20656,chr19,7595567,7595958,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20657,chr19,7611974,7612568,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20658,chr19,7617213,7618253,MAINTAINED,"Intron (ENSMUST00000025929.10/66727, intron 3 of 5)",Intron
CTCF_union_20659,chr19,8567164,8567520,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20660,chr19,8569395,8569887,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20661,chr19,8578119,8578804,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20662,chr19,8661692,8662024,GAINED,Promoter (1-2kb),Promoter
CTCF_union_20663,chr19,8662348,8662844,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20664,chr19,8681684,8681933,LOST,3' UTR,Other
CTCF_union_20665,chr19,8682856,8683462,MAINTAINED,3' UTR,Other
CTCF_union_20666,chr19,8713070,8714034,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20667,chr19,8714546,8715050,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20668,chr19,8718385,8718847,MAINTAINED,"Intron (ENSMUST00000170157.7/17254, intron 1 of 9)",Intron
CTCF_union_20669,chr19,8719156,8719401,LOST,"Intron (ENSMUST00000170157.7/17254, intron 1 of 9)",Intron
CTCF_union_20670,chr19,8741453,8741843,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20671,chr19,8747394,8747814,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20672,chr19,8756833,8757234,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20673,chr19,8770875,8771290,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20674,chr19,8774241,8774905,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20675,chr19,8786107,8786555,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20676,chr19,8819982,8820275,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20677,chr19,8837337,8837961,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20678,chr19,8839005,8839404,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20679,chr19,8844531,8845298,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20680,chr19,8857699,8858054,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20681,chr19,8859026,8859289,GAINED,Distal Intergenic,Distal
CTCF_union_20682,chr19,8888802,8889039,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20683,chr19,8898025,8898382,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20684,chr19,8929640,8930057,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20685,chr19,8941575,8941922,LOST,Promoter (<=1kb),Promoter
CTCF_union_20686,chr19,8976551,8977008,MAINTAINED,"Intron (ENSMUST00000052248.7/67160, intron 7 of 9)",Intron
CTCF_union_20687,chr19,8989707,8990020,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20688,chr19,8992898,8993246,MAINTAINED,"Intron (ENSMUST00000092956.3/66395, intron 1 of 4)",Intron
CTCF_union_20689,chr19,9082371,9082867,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20690,chr19,9110149,9110645,MAINTAINED,3' UTR,Other
CTCF_union_20691,chr19,9836653,9837369,MAINTAINED,"Exon (ENSMUST00000236905.1/ENSMUST00000236905.1, exon 1 of 2)",Other
CTCF_union_20692,chr19,9911306,9911861,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20693,chr19,9915898,9916349,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20694,chr19,9982678,9983110,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20695,chr19,9989498,9989839,MAINTAINED,"Exon (ENSMUST00000117346.1/24115, exon 8 of 12)",Other
CTCF_union_20696,chr19,9991292,9991707,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20697,chr19,9992837,9993408,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20698,chr19,10000325,10000707,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20699,chr19,10022963,10023400,MAINTAINED,"Intron (ENSMUST00000121418.7/74760, intron 4 of 12)",Intron
CTCF_union_20700,chr19,10033434,10034360,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20701,chr19,10034705,10035323,MAINTAINED,3' UTR,Other
CTCF_union_20702,chr19,10039727,10039974,GAINED,Promoter (1-2kb),Promoter
CTCF_union_20703,chr19,10041449,10041972,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20704,chr19,10055950,10056225,LOST,Promoter (<=1kb),Promoter
CTCF_union_20705,chr19,10059693,10060421,MAINTAINED,3' UTR,Other
CTCF_union_20706,chr19,10071160,10071691,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20707,chr19,10072152,10072501,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20708,chr19,10100525,10101928,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20709,chr19,10101978,10102504,LOST,Promoter (<=1kb),Promoter
CTCF_union_20710,chr19,10182378,10183234,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20711,chr19,10190683,10191304,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20712,chr19,10198689,10199346,MAINTAINED,3' UTR,Other
CTCF_union_20713,chr19,10204541,10204959,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20714,chr19,10219036,10219518,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20715,chr19,10225063,10225296,GAINED,"Intron (ENSMUST00000088013.11/225908, intron 4 of 26)",Intron
CTCF_union_20716,chr19,10240499,10241108,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20717,chr19,10244171,10244477,GAINED,Distal Intergenic,Distal
CTCF_union_20718,chr19,10258206,10258941,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20719,chr19,10266194,10266866,MAINTAINED,"Intron (ENSMUST00000039327.10/269060, intron 5 of 19)",Intron
CTCF_union_20720,chr19,10304732,10305641,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20721,chr19,10333399,10333921,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20722,chr19,10341030,10341679,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20723,chr19,10342153,10342400,GAINED,Distal Intergenic,Distal
CTCF_union_20724,chr19,10388637,10389737,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20725,chr19,10391968,10392288,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20726,chr19,10395253,10395595,LOST,"Intron (ENSMUST00000073899.5/54525, intron 1 of 8)",Intron
CTCF_union_20727,chr19,10402769,10403188,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20728,chr19,10435897,10436390,MAINTAINED,"Intron (ENSMUST00000073899.5/54525, intron 4 of 8)",Intron
CTCF_union_20729,chr19,10449687,10450254,MAINTAINED,3' UTR,Other
CTCF_union_20730,chr19,10456660,10457330,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20731,chr19,10486351,10486840,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20732,chr19,10502431,10503394,MAINTAINED,3' UTR,Other
CTCF_union_20733,chr19,10520360,10520789,MAINTAINED,Promoter (2-3kb),Promoter
CTCF_union_20734,chr19,10525333,10526423,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20735,chr19,10539796,10540183,GAINED,3' UTR,Other
CTCF_union_20736,chr19,10555636,10556342,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20737,chr19,10557934,10558291,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20738,chr19,10577118,10577841,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20739,chr19,10602645,10603410,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20740,chr19,10605156,10605656,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20741,chr19,10634415,10635231,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20742,chr19,10665408,10665853,MAINTAINED,3' UTR,Other
CTCF_union_20743,chr19,10678398,10678982,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20744,chr19,10688726,10689094,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20745,chr19,10709188,10710550,MAINTAINED,"Exon (ENSMUST00000087951.6/107305, exon 3 of 5)",Other
CTCF_union_20746,chr19,10714671,10715005,MAINTAINED,Downstream (<=300bp),Other
CTCF_union_20747,chr19,10831498,10831753,MAINTAINED,Promoter (1-2kb),Promoter
CTCF_union_20748,chr19,10869311,10869802,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20749,chr19,10870065,10870335,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20750,chr19,10881531,10882607,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20751,chr19,10883408,10883697,GAINED,Promoter (1-2kb),Promoter
CTCF_union_20752,chr19,10895007,10895456,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20753,chr19,10907929,10908296,MAINTAINED,3' UTR,Other
CTCF_union_20754,chr19,10936030,10936343,LOST,Promoter (<=1kb),Promoter
CTCF_union_20755,chr19,10940165,10941136,MAINTAINED,"Exon (ENSMUST00000037261.3/14764, exon 3 of 3)",Other
CTCF_union_20756,chr19,10959355,10960151,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20757,chr19,10976357,10976691,LOST,Promoter (1-2kb),Promoter
CTCF_union_20758,chr19,10979199,10980143,MAINTAINED,3' UTR,Other
CTCF_union_20759,chr19,10983189,10983451,MAINTAINED,"Exon (ENSMUST00000087923.3/545279, exon 3 of 7)",Other
CTCF_union_20760,chr19,11044836,11045444,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20761,chr19,11092399,11092592,LOST,Distal Intergenic,Distal
CTCF_union_20762,chr19,11351915,11352231,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20763,chr19,11360142,11360540,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20764,chr19,11602090,11602335,LOST,Promoter (2-3kb),Promoter
CTCF_union_20765,chr19,11608123,11608603,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20766,chr19,11611443,11611874,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20767,chr19,11768178,11768490,LOST,Promoter (1-2kb),Promoter
CTCF_union_20768,chr19,11777294,11777640,MAINTAINED,3' UTR,Other
CTCF_union_20769,chr19,11819806,11820516,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20770,chr19,11965014,11965411,GAINED,Promoter (<=1kb),Promoter
CTCF_union_20771,chr19,12006520,12006990,GAINED,Distal Intergenic,Distal
CTCF_union_20772,chr19,12007631,12008073,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20773,chr19,12012215,12012967,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20774,chr19,12015753,12016061,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20775,chr19,12134278,12134591,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20776,chr19,12433017,12433480,MAINTAINED,Distal Intergenic,Distal
CTCF_union_20777,chr19,12466136,12466649,MAINTAINED,3' UTR,Other
CTCF_union_20778,chr19,12467455,12467852,MAINTAINED,3' UTR,Other
CTCF_union_20779,chr19,12488051,12488456,MAINTAINED,"Intron (ENSMUST00000045521.8/207521, intron 2 of 8)",Intron
CTCF_union_20780,chr19,12501311,12502543,MAINTAINED,Promoter (<=1kb),Promoter
CTCF_union_20781,chr19,12517785,12518302,MAINTAINED,"Exon (ENSMUST00000224046.1/74333, exon 5 of 5)",Other
CTCF_union_20782,chr19,12591918,12592317,MAINTAINED,"Intron (ENSMUST00000224046.1/74333, intron 1 of 4)",Intron
