# One row per reduced non-overlapping CTCF union component (mm10, BED-style 0-based start).
# Exact-coordinate MACS2 multi-summit records were collapsed before WT and mutant intervals were reduced.
# Signal is the mean of the deposited spike-in-normalised bigWig over the complete union component.
# log2FC_norm = log2((mutant + 0.01)/(wild type + 0.01)).
chrom,start,end,union_id,peak_class,n_wt_unique_intervals,n_mut_unique_intervals,n_wt_peak_records,n_mut_peak_records,wt_norm_signal,mut_norm_signal,log2FC_norm
chr19,3744204,3744470,CTCF_union_20420,MAINTAINED,1,1,1,1,8.51101360,5.28406295,-0.68664970
chr19,3767642,3767959,CTCF_union_20421,GAINED,0,1,0,1,4.18729634,4.32032201,0.04501399
chr19,3768254,3769182,CTCF_union_20422,MAINTAINED,1,1,1,2,22.35043671,20.69726511,-0.11081134
chr19,3774209,3774409,CTCF_union_20423,LOST,1,0,1,0,12.71648065,2.56097803,-2.30744433
chr19,3790098,3790291,CTCF_union_20424,LOST,1,0,1,0,6.48139273,0.99189401,-2.69579815
chr19,3851364,3852590,CTCF_union_20425,MAINTAINED,1,1,1,2,6.04282288,5.56945028,-0.11748515
chr19,3865064,3865293,CTCF_union_20426,GAINED,0,1,0,1,10.69800844,5.63747939,-0.92301117
chr19,3890201,3890669,CTCF_union_20427,GAINED,0,1,0,1,4.01305985,7.41682912,0.88445318
chr19,3912365,3912641,CTCF_union_20428,GAINED,0,1,0,1,2.23626311,5.41834906,1.27298657
chr19,3946653,3947213,CTCF_union_20429,MAINTAINED,1,1,1,1,34.91832945,7.59208154,-2.19993124
chr19,3962516,3962899,CTCF_union_20430,GAINED,0,1,0,1,4.55789963,3.99050298,-0.19134955
chr19,3966496,3966709,CTCF_union_20431,LOST,1,0,1,0,9.72309584,2.79746402,-1.79363123
chr19,3980068,3980851,CTCF_union_20432,MAINTAINED,1,1,1,1,17.94235629,9.43258496,-0.92691945
chr19,3999885,4000884,CTCF_union_20433,MAINTAINED,1,1,1,1,26.99275622,28.59160438,0.08298940
chr19,4012697,4013256,CTCF_union_20434,MAINTAINED,1,1,1,1,35.35002435,42.23677337,0.25672189
chr19,4019175,4019529,CTCF_union_20435,MAINTAINED,1,1,1,1,29.81925098,10.47666543,-1.50817175
chr19,4037740,4038229,CTCF_union_20436,GAINED,0,1,0,1,7.28183827,8.42877791,0.21075152
chr19,4046078,4046300,CTCF_union_20437,GAINED,0,1,0,1,13.98439392,6.39778428,-1.12695152
chr19,4047831,4048316,CTCF_union_20438,MAINTAINED,1,1,1,1,21.40638513,11.58582790,-0.88510916
chr19,4049129,4049477,CTCF_union_20439,LOST,1,0,1,0,7.81527219,2.44571245,-1.67199929
chr19,4051871,4052436,CTCF_union_20440,MAINTAINED,1,1,1,1,18.90788377,14.52875326,-0.37984715
chr19,4060365,4060591,CTCF_union_20441,GAINED,0,1,0,1,4.05339567,3.44721634,-0.23307497
chr19,4095316,4095566,CTCF_union_20442,MAINTAINED,1,1,1,1,6.93272365,7.46002358,0.10561105
chr19,4098910,4099519,CTCF_union_20443,MAINTAINED,1,1,1,1,21.59078908,20.12172016,-0.10161357
chr19,4125484,4126082,CTCF_union_20444,MAINTAINED,1,1,1,1,23.66774914,20.42071516,-0.21279224
chr19,4131924,4132191,CTCF_union_20445,GAINED,0,1,0,1,3.14083861,3.12287265,-0.00824973
chr19,4135984,4136717,CTCF_union_20446,MAINTAINED,1,1,1,2,7.89122250,4.14230060,-0.92816500
chr19,4169006,4170117,CTCF_union_20447,MAINTAINED,1,1,1,2,25.32872046,35.72410982,0.49595818
chr19,4191713,4192726,CTCF_union_20448,MAINTAINED,1,1,1,1,23.42919861,27.90863855,0.25230535
chr19,4206913,4207415,CTCF_union_20449,MAINTAINED,1,1,1,1,26.75329835,15.81989611,-0.75760414
chr19,4216295,4216814,CTCF_union_20450,MAINTAINED,1,1,1,1,12.08388654,10.13830076,-0.25303977
chr19,4228216,4228779,CTCF_union_20451,MAINTAINED,1,1,1,1,34.72604249,21.65495139,-0.68107040
chr19,4242543,4242787,CTCF_union_20452,LOST,1,0,1,0,8.18875584,4.42614360,-0.88609893
chr19,4247062,4247277,CTCF_union_20453,LOST,1,0,1,0,10.22307552,2.61182993,-1.96459380
chr19,4255677,4256140,CTCF_union_20454,MAINTAINED,1,1,1,1,12.18215370,6.31839396,-0.94604168
chr19,4257548,4258126,CTCF_union_20455,MAINTAINED,1,1,1,1,38.84152711,36.48140294,-0.09041469
chr19,4261154,4261392,CTCF_union_20456,GAINED,0,1,0,1,9.50390996,5.83660238,-0.70243989
chr19,4282959,4283711,CTCF_union_20457,MAINTAINED,1,1,1,1,29.91139491,25.10834744,-0.25243588
chr19,4305493,4306749,CTCF_union_20458,MAINTAINED,1,1,1,2,21.70512539,28.82684756,0.40921317
chr19,4309690,4310416,CTCF_union_20459,MAINTAINED,1,1,1,1,21.37832950,21.27058975,-0.00728567
chr19,4338153,4338593,CTCF_union_20460,MAINTAINED,1,1,1,1,21.61933027,6.53393882,-1.72475783
chr19,4417221,4417543,CTCF_union_20461,MAINTAINED,1,1,1,1,14.08652189,6.21823585,-1.17844376
chr19,4425700,4426033,CTCF_union_20462,MAINTAINED,1,1,1,1,9.95475587,3.96454929,-1.32604319
chr19,4441150,4441693,CTCF_union_20463,MAINTAINED,1,1,1,1,16.26304049,4.44527935,-1.86889603
chr19,4442427,4442906,CTCF_union_20464,MAINTAINED,1,1,1,1,31.20133760,11.61726215,-1.42455876
chr19,4456231,4456595,CTCF_union_20465,MAINTAINED,1,1,1,1,16.99609180,3.45549786,-2.29491710
chr19,4476872,4477106,CTCF_union_20466,GAINED,0,1,0,1,6.64216296,3.64084678,-0.86559239
chr19,4478164,4478540,CTCF_union_20467,MAINTAINED,1,1,1,1,10.22921265,5.24071199,-0.96351981
chr19,4497334,4497941,CTCF_union_20468,MAINTAINED,1,1,1,1,30.20895888,24.75051330,-0.28741273
chr19,4510516,4511060,CTCF_union_20469,GAINED,0,1,0,1,3.77946487,4.85887038,0.36159296
chr19,4573261,4573545,CTCF_union_20470,MAINTAINED,1,1,1,1,7.88007728,5.99670954,-0.39346453
chr19,4604325,4604701,CTCF_union_20471,MAINTAINED,1,1,1,1,8.90270795,6.12849512,-0.53797882
chr19,4615567,4615961,CTCF_union_20472,GAINED,0,1,0,1,5.79421814,9.87733428,0.76847987
chr19,4618117,4618588,CTCF_union_20473,MAINTAINED,1,1,1,1,15.96379260,5.78355426,-1.46318629
chr19,4628743,4629219,CTCF_union_20474,MAINTAINED,1,1,1,1,31.84630281,14.92396784,-1.09298131
chr19,4636148,4636354,CTCF_union_20475,LOST,1,0,1,0,6.84627938,1.26935236,-2.42201223
chr19,4644339,4644560,CTCF_union_20476,LOST,1,0,1,0,13.63835307,6.05329572,-1.17055278
chr19,4666859,4667198,CTCF_union_20477,GAINED,0,1,0,1,5.23351612,5.40946507,0.04761590
chr19,4711659,4712438,CTCF_union_20478,MAINTAINED,1,1,1,1,7.95003203,8.33384518,0.06793815
chr19,4743551,4743892,CTCF_union_20479,MAINTAINED,1,1,1,1,15.65242432,8.13729861,-0.94291385
chr19,4755489,4756163,CTCF_union_20480,MAINTAINED,1,1,1,1,28.57403586,24.87964892,-0.19966375
chr19,4812709,4813344,CTCF_union_20481,MAINTAINED,1,1,1,1,7.27215425,4.39078573,-0.72660417
chr19,4820871,4821299,CTCF_union_20482,MAINTAINED,1,1,1,1,8.98640456,5.95908025,-0.59183989
chr19,4847578,4847793,CTCF_union_20483,LOST,1,0,1,0,12.18726124,0.90886417,-3.73056182
chr19,4908131,4908447,CTCF_union_20484,MAINTAINED,1,1,1,1,12.83886422,5.63087223,-1.18765067
chr19,4924886,4925145,CTCF_union_20485,GAINED,0,1,0,1,3.65464446,5.66449193,0.63081799
chr19,4928278,4928802,CTCF_union_20486,GAINED,0,1,0,1,2.37483299,3.22468665,0.43973773
chr19,4929161,4929418,CTCF_union_20487,GAINED,0,1,0,1,5.69380929,4.36888580,-0.38136192
chr19,4961657,4962532,CTCF_union_20488,MAINTAINED,1,1,1,1,18.15428229,22.04816278,0.28020827
chr19,4969913,4970107,CTCF_union_20489,LOST,1,0,1,0,9.75827849,3.28780456,-1.56659843
chr19,4977741,4977962,CTCF_union_20490,GAINED,0,1,0,1,7.16177014,4.58135786,-0.64340836
chr19,4981757,4982227,CTCF_union_20491,MAINTAINED,1,1,1,1,24.55117117,16.03289658,-0.61444471
chr19,5001787,5002601,CTCF_union_20492,MAINTAINED,1,1,2,1,46.72794925,46.79528157,0.00207690
chr19,5014832,5015488,CTCF_union_20493,MAINTAINED,1,1,1,1,17.82237582,9.38672682,-0.92426871
chr19,5016577,5017247,CTCF_union_20494,MAINTAINED,1,1,1,1,20.54402767,8.91967739,-1.20274117
chr19,5023780,5024317,CTCF_union_20495,GAINED,0,1,0,1,2.03255965,3.22689767,0.66423355
chr19,5038714,5038906,CTCF_union_20496,LOST,1,0,1,0,16.24752408,5.78441983,-1.48837144
chr19,5050108,5050727,CTCF_union_20497,MAINTAINED,1,1,1,1,10.42318219,7.35273020,-0.50286651
chr19,5053715,5054277,CTCF_union_20498,MAINTAINED,1,1,1,1,13.38246940,18.43703206,0.46196672
chr19,5056008,5056806,CTCF_union_20499,MAINTAINED,1,1,1,1,27.53837158,15.76831604,-0.80402380
chr19,5068087,5068400,CTCF_union_20500,GAINED,0,1,0,1,3.67398388,3.59085485,-0.03292731
chr19,5073048,5073625,CTCF_union_20501,MAINTAINED,1,1,1,1,13.63480783,12.20349623,-0.15987583
chr19,5076191,5076533,CTCF_union_20502,MAINTAINED,1,1,1,1,9.61826532,4.78816255,-1.00479386
chr19,5086536,5086884,CTCF_union_20503,MAINTAINED,1,1,1,1,11.84498031,9.29548999,-0.34933924
chr19,5087754,5088576,CTCF_union_20504,MAINTAINED,1,1,2,2,12.64608921,12.95832374,0.03516034
chr19,5093740,5094871,CTCF_union_20505,MAINTAINED,1,1,1,2,21.38865491,19.69156459,-0.11920991
chr19,5108121,5108663,CTCF_union_20506,MAINTAINED,1,1,1,1,9.51487949,5.97041707,-0.67145474
chr19,5110049,5110423,CTCF_union_20507,MAINTAINED,1,1,1,1,12.41926727,6.02097999,-1.04327690
chr19,5117175,5118330,CTCF_union_20508,MAINTAINED,1,1,1,1,23.19900609,21.93356775,-0.08088663
chr19,5129780,5130051,CTCF_union_20509,LOST,1,0,1,0,9.96761200,3.67434502,-1.43728640
chr19,5139548,5140092,CTCF_union_20510,MAINTAINED,1,1,1,1,19.54407491,12.58718662,-0.63436772
chr19,5151157,5151817,CTCF_union_20511,MAINTAINED,1,1,1,1,19.22122181,12.86978587,-0.57834181
chr19,5164433,5164749,CTCF_union_20512,LOST,1,0,1,0,17.88553493,5.36521491,-1.73520533
chr19,5195651,5196091,CTCF_union_20513,MAINTAINED,1,1,1,1,17.04081327,8.28972918,-1.03870439
chr19,5294989,5295945,CTCF_union_20514,MAINTAINED,1,1,1,1,28.57855252,25.03076847,-0.19115874
chr19,5302489,5302819,CTCF_union_20515,MAINTAINED,1,1,1,1,18.22926667,6.00647115,-1.60005827
chr19,5337971,5338387,CTCF_union_20516,MAINTAINED,1,1,1,1,26.00093718,6.10302365,-2.08916033
chr19,5348705,5349265,CTCF_union_20517,MAINTAINED,1,1,1,1,14.45299100,10.17442722,-0.50600109
chr19,5366187,5367786,CTCF_union_20518,MAINTAINED,1,1,2,3,8.59006519,7.39367039,-0.21610693
chr19,5370930,5371349,CTCF_union_20519,MAINTAINED,1,1,1,1,7.54536142,6.24207908,-0.27316474
chr19,5376806,5377290,CTCF_union_20520,MAINTAINED,1,1,1,1,6.90582708,3.28961757,-1.06760297
chr19,5406577,5407509,CTCF_union_20521,MAINTAINED,2,1,2,2,14.10545895,10.87721428,-0.37464118
chr19,5424090,5424651,CTCF_union_20522,GAINED,0,1,0,2,3.54288953,4.39213006,0.30920894
chr19,5428137,5428423,CTCF_union_20523,LOST,1,0,1,0,14.29918979,1.85435903,-2.94019036
chr19,5432938,5433363,CTCF_union_20524,GAINED,0,1,0,1,6.47811813,8.86791568,0.45242092
chr19,5452277,5452902,CTCF_union_20525,MAINTAINED,1,1,1,1,4.43710509,3.41690773,-0.37595915
chr19,5456676,5457693,CTCF_union_20526,MAINTAINED,1,1,1,1,4.97847317,5.55698506,0.15829790
chr19,5463607,5464281,CTCF_union_20527,MAINTAINED,1,1,1,1,28.29152716,21.67496166,-0.38418501
chr19,5473087,5473321,CTCF_union_20528,GAINED,0,1,0,1,6.54819151,2.97667073,-1.13475983
chr19,5487685,5489512,CTCF_union_20529,MAINTAINED,2,1,3,3,25.74782990,34.73956918,0.43198404
chr19,5494974,5495264,CTCF_union_20530,LOST,1,0,1,0,6.28323753,4.03309959,-0.63834066
chr19,5510533,5511014,CTCF_union_20531,GAINED,0,1,0,1,6.69746049,12.50822545,0.90019151
chr19,5529075,5529912,CTCF_union_20532,MAINTAINED,1,1,1,1,28.64477261,23.04305630,-0.31381742
chr19,5567300,5569344,CTCF_union_20533,MAINTAINED,1,1,3,3,37.19769316,36.15556915,-0.04098409
chr19,5648760,5649098,CTCF_union_20534,GAINED,0,1,0,1,8.08493553,7.43925061,-0.11992429
chr19,5687939,5689012,CTCF_union_20535,GAINED,0,1,0,2,5.27244139,6.32104439,0.26123866
chr19,5706133,5706364,CTCF_union_20536,GAINED,0,1,0,1,3.76878374,4.05767916,0.10628394
chr19,5711130,5711704,CTCF_union_20537,MAINTAINED,1,1,1,1,13.46402178,14.43929623,0.10081869
chr19,5715987,5716764,CTCF_union_20538,MAINTAINED,1,1,2,2,13.91684807,7.22816854,-0.94417218
chr19,5727587,5728373,CTCF_union_20539,MAINTAINED,1,1,1,1,41.56371336,47.56024612,0.19438787
chr19,5729252,5729919,CTCF_union_20540,GAINED,0,1,0,1,2.47634190,4.61128533,0.89426947
chr19,5777304,5777562,CTCF_union_20541,GAINED,0,1,0,1,2.06491617,3.85179101,0.89621704
chr19,5780308,5780568,CTCF_union_20542,LOST,1,0,1,0,17.57631403,0.34905599,-5.61410051
chr19,5781197,5781425,CTCF_union_20543,LOST,1,0,1,0,6.31061488,2.73656779,-1.20243501
chr19,5786016,5787601,CTCF_union_20544,MAINTAINED,1,1,3,2,23.02004040,16.01713460,-0.52300042
chr19,5791413,5792441,CTCF_union_20545,MAINTAINED,1,1,1,2,4.86929485,4.44557968,-0.13105953
chr19,5792934,5793771,CTCF_union_20546,MAINTAINED,1,1,2,2,21.04681019,15.04307518,-0.48422866
chr19,5803759,5804087,CTCF_union_20547,GAINED,0,1,0,1,4.28760894,4.68125861,0.12644082
chr19,5817833,5818489,CTCF_union_20548,MAINTAINED,1,1,1,1,28.20390585,8.94747911,-1.65524172
chr19,5819642,5820008,CTCF_union_20549,MAINTAINED,1,1,1,1,6.69356068,3.31805843,-1.01024684
chr19,5822529,5822797,CTCF_union_20550,GAINED,0,1,0,1,1.04987719,2.60326621,1.30195699
chr19,5845439,5845913,CTCF_union_20551,GAINED,0,1,0,1,6.67722747,8.51361849,0.35005783
chr19,5846215,5846444,CTCF_union_20552,GAINED,0,1,0,1,4.12468935,5.47152695,0.40679889
chr19,5850031,5850709,CTCF_union_20553,MAINTAINED,1,1,1,1,32.23401296,25.21725820,-0.35404789
chr19,5877922,5878530,CTCF_union_20554,MAINTAINED,1,1,1,1,19.61573436,18.92335594,-0.05181649
chr19,5885833,5886481,CTCF_union_20555,MAINTAINED,1,1,1,1,11.79997844,6.56061610,-0.84590577
chr19,5912724,5913049,CTCF_union_20556,GAINED,0,1,0,1,4.76236564,5.95227524,0.32115840
chr19,5923597,5924814,CTCF_union_20557,MAINTAINED,1,1,1,1,17.91224531,22.01118183,0.29714051
chr19,5956621,5957053,CTCF_union_20558,MAINTAINED,1,1,1,1,22.41533855,18.09969962,-0.30836715
chr19,5964188,5964469,CTCF_union_20559,LOST,1,0,1,0,8.31813341,4.52662338,-0.87637428
chr19,5965149,5965655,CTCF_union_20560,MAINTAINED,1,1,1,1,24.36002788,20.96231585,-0.21662172
chr19,6015490,6016168,CTCF_union_20561,MAINTAINED,1,1,2,1,10.77071831,8.05061581,-0.41949134
chr19,6016543,6016854,CTCF_union_20562,GAINED,0,1,0,1,7.97693919,7.63370109,-0.06337137
chr19,6018123,6018526,CTCF_union_20563,MAINTAINED,1,1,1,1,26.76030566,12.11491329,-1.14265918
chr19,6037132,6037403,CTCF_union_20564,GAINED,0,1,0,1,1.04194285,5.10912730,2.28284156
chr19,6039957,6040340,CTCF_union_20565,MAINTAINED,1,1,1,1,7.41163967,3.14338217,-1.23483793
chr19,6044064,6044469,CTCF_union_20566,MAINTAINED,1,1,1,1,16.42064241,17.31898996,0.07679868
chr19,6046036,6046410,CTCF_union_20567,GAINED,0,1,0,1,5.37446726,6.29245548,0.22711041
chr19,6046742,6047542,CTCF_union_20568,GAINED,0,1,0,1,3.41088827,3.68690175,0.11194572
chr19,6061151,6061821,CTCF_union_20569,MAINTAINED,1,1,1,1,10.43014607,5.99470793,-0.79797592
chr19,6064872,6065107,CTCF_union_20570,LOST,1,0,1,0,8.37688952,4.03085244,-1.05347618
chr19,6066744,6068436,CTCF_union_20571,MAINTAINED,1,1,1,3,17.47342029,18.94540622,0.11662193
chr19,6089239,6089575,CTCF_union_20572,MAINTAINED,1,1,1,1,7.52025642,3.73332762,-1.00837767
chr19,6118047,6118522,CTCF_union_20573,MAINTAINED,1,1,1,1,8.55911266,4.53235162,-0.91570643
chr19,6122958,6123162,CTCF_union_20574,LOST,1,0,1,0,8.48128622,5.24396543,-0.69257639
chr19,6126303,6126687,CTCF_union_20575,MAINTAINED,1,1,1,1,18.04615459,6.60422429,-1.44884680
chr19,6140680,6142228,CTCF_union_20576,MAINTAINED,1,1,2,2,26.21952800,33.05972527,0.33431921
chr19,6235535,6236281,CTCF_union_20577,MAINTAINED,1,1,1,1,8.27691864,14.79094607,0.83678173
chr19,6260405,6261301,CTCF_union_20578,MAINTAINED,1,1,2,2,14.24159917,8.97890902,-0.66490588
chr19,6262016,6262820,CTCF_union_20579,MAINTAINED,1,1,1,1,15.02151156,10.38272956,-0.53241548
chr19,6265883,6266150,CTCF_union_20580,LOST,1,0,1,0,7.53763818,5.20691405,-0.53282860
chr19,6268011,6268630,CTCF_union_20581,MAINTAINED,1,1,1,1,22.47888061,13.50550879,-0.73459603
chr19,6276006,6277263,CTCF_union_20582,MAINTAINED,1,1,1,2,27.77048412,30.09110065,0.11574450
chr19,6304783,6305169,CTCF_union_20583,MAINTAINED,1,1,1,1,23.80093414,15.83134091,-0.58792976
chr19,6306225,6307069,CTCF_union_20584,MAINTAINED,1,1,1,1,16.19850666,15.38202547,-0.07456808
chr19,6331508,6332260,CTCF_union_20585,MAINTAINED,1,1,1,1,23.37991335,25.00048663,0.09664661
chr19,6334461,6335087,CTCF_union_20586,MAINTAINED,1,1,1,1,13.71396788,14.05308706,0.03521567
chr19,6340840,6341307,CTCF_union_20587,MAINTAINED,1,1,1,1,8.87161050,9.12646526,0.04081482
chr19,6373587,6374275,CTCF_union_20588,MAINTAINED,1,1,1,1,19.75084479,16.81572019,-0.23197637
chr19,6376152,6376696,CTCF_union_20589,MAINTAINED,1,1,1,1,15.46879911,14.34513448,-0.10872670
chr19,6388039,6388278,CTCF_union_20590,LOST,1,0,1,0,7.58219000,4.66350981,-0.70000967
chr19,6393055,6393283,CTCF_union_20591,LOST,1,0,1,0,11.13288901,2.83856628,-1.96781545
chr19,6400695,6400993,CTCF_union_20592,GAINED,0,1,0,1,7.49309746,5.26102246,-0.50940346
chr19,6401258,6401929,CTCF_union_20593,MAINTAINED,1,1,1,1,31.47767675,19.90538153,-0.66090420
chr19,6417947,6418772,CTCF_union_20594,MAINTAINED,1,1,1,1,33.96880652,40.52154636,0.25441004
chr19,6428760,6429196,CTCF_union_20595,GAINED,0,1,0,1,5.41487150,5.40806473,-0.00181133
chr19,6452074,6452669,CTCF_union_20596,MAINTAINED,1,1,1,1,30.50660052,13.65083378,-1.15954872
chr19,6464403,6464804,CTCF_union_20597,GAINED,0,1,0,1,5.56470180,7.64114477,0.45678099
chr19,6467000,6467278,CTCF_union_20598,MAINTAINED,1,1,1,1,10.71436117,6.72701652,-0.67070997
chr19,6488775,6489510,CTCF_union_20599,MAINTAINED,1,1,1,1,32.52546679,29.69585647,-0.13126587
chr19,6491924,6492533,CTCF_union_20600,MAINTAINED,1,1,1,1,21.60801814,16.85767036,-0.35797353
chr19,6513659,6514150,CTCF_union_20601,GAINED,0,1,0,1,5.14522494,5.68602020,0.14391888
chr19,6536751,6536994,CTCF_union_20602,GAINED,0,1,0,1,6.88357558,4.84117461,-0.50691837
chr19,6552176,6552657,CTCF_union_20603,MAINTAINED,1,1,1,1,17.41069221,11.97815840,-0.53919190
chr19,6577041,6577536,CTCF_union_20604,MAINTAINED,1,1,1,1,44.89597810,17.89651709,-1.32642276
chr19,6616724,6617030,CTCF_union_20605,GAINED,0,1,0,1,3.55061130,5.12162434,0.52729061
chr19,6661160,6661512,CTCF_union_20606,MAINTAINED,1,1,1,1,5.58543048,2.87475251,-0.95580158
chr19,6663226,6663883,CTCF_union_20607,MAINTAINED,1,1,1,1,21.85117077,24.18912298,0.14658410
chr19,6815099,6815309,CTCF_union_20608,LOST,1,0,1,0,9.28370402,1.68139021,-2.45804416
chr19,6829006,6829637,CTCF_union_20609,MAINTAINED,1,1,1,1,10.87046048,4.92021473,-1.14201723
chr19,6855349,6855650,CTCF_union_20610,GAINED,0,1,0,1,5.88260296,6.09050371,0.05002331
chr19,6856437,6857114,CTCF_union_20611,MAINTAINED,1,1,1,1,15.92084288,17.07470282,0.10088255
chr19,6871584,6871810,CTCF_union_20612,MAINTAINED,1,1,1,1,11.06114745,3.83498205,-1.52575599
chr19,6921211,6922215,CTCF_union_20613,GAINED,0,1,0,1,4.50185788,5.27979659,0.22949062
chr19,6924305,6925051,CTCF_union_20614,MAINTAINED,1,1,1,1,19.09553471,14.17393155,-0.42973316
chr19,6936280,6936855,CTCF_union_20615,MAINTAINED,1,1,1,1,10.37770517,6.47365863,-0.67999693
chr19,6941650,6942898,CTCF_union_20616,MAINTAINED,1,1,1,2,4.82063830,4.74406836,-0.02305119
chr19,6953962,6954331,CTCF_union_20617,MAINTAINED,1,1,1,1,12.27198807,4.00048477,-1.61469557
chr19,6969653,6970140,CTCF_union_20618,MAINTAINED,1,1,1,1,15.07604642,12.71692956,-0.24533037
chr19,6976081,6976538,CTCF_union_20619,MAINTAINED,1,1,1,1,15.80872062,14.50682700,-0.12390677
chr19,6979363,6980385,CTCF_union_20620,MAINTAINED,1,1,1,1,30.65577029,32.97399250,0.10513685
chr19,6987656,6988210,CTCF_union_20621,GAINED,0,1,0,2,4.39142701,4.64420705,0.08056405
chr19,6992169,6992744,CTCF_union_20622,MAINTAINED,1,1,1,1,7.56859770,5.75502264,-0.39460465
chr19,7020333,7020802,CTCF_union_20623,MAINTAINED,1,1,1,1,14.05306050,14.28380006,0.02347892
chr19,7022785,7023008,CTCF_union_20624,GAINED,0,1,0,1,5.23071354,4.69542672,-0.15543769
chr19,7039544,7040372,CTCF_union_20625,MAINTAINED,1,1,1,1,14.74182849,15.58815973,0.08048204
chr19,7056578,7057059,CTCF_union_20626,LOST,1,0,1,0,7.93284209,2.74291894,-1.52869319
chr19,7057869,7058291,CTCF_union_20627,GAINED,0,1,0,1,8.59073018,15.00030128,0.80342188
chr19,7064478,7065095,CTCF_union_20628,MAINTAINED,1,1,1,1,39.21810744,27.17074016,-0.52930299
chr19,7067809,7068574,CTCF_union_20629,MAINTAINED,1,1,1,1,25.30699967,29.78401443,0.23491608
chr19,7069150,7069650,CTCF_union_20630,MAINTAINED,1,1,1,1,10.12522270,11.20818274,0.14646120
chr19,7108505,7108968,CTCF_union_20631,MAINTAINED,1,1,1,1,8.82088503,6.33676595,-0.47653639
chr19,7160603,7160985,CTCF_union_20632,MAINTAINED,1,1,1,1,30.25795820,12.25676262,-1.30303681
chr19,7166114,7166418,CTCF_union_20633,GAINED,0,1,0,1,4.90886518,5.93150998,0.27250411
chr19,7195358,7195656,CTCF_union_20634,MAINTAINED,1,1,1,1,7.76478303,7.53369165,-0.04353171
chr19,7195917,7196504,CTCF_union_20635,MAINTAINED,1,1,1,1,25.87278495,34.57166049,0.41801429
chr19,7206372,7206659,CTCF_union_20636,GAINED,0,1,0,1,2.88887952,4.40432082,0.60669611
chr19,7209553,7209876,CTCF_union_20637,MAINTAINED,1,1,1,1,9.36554142,4.65274945,-1.00772110
chr19,7217379,7217773,CTCF_union_20638,GAINED,0,1,0,1,4.53592824,5.62033306,0.30864536
chr19,7234753,7235257,CTCF_union_20639,MAINTAINED,1,1,1,1,40.32124477,20.46365717,-0.97812910
chr19,7263974,7264821,CTCF_union_20640,MAINTAINED,1,1,1,1,15.25253508,10.39203381,-0.55312898
chr19,7268370,7269220,CTCF_union_20641,MAINTAINED,1,1,1,1,24.38259402,19.30535485,-0.33669501
chr19,7273466,7273831,CTCF_union_20642,MAINTAINED,1,1,1,1,8.07426790,7.68538298,-0.07112400
chr19,7276174,7276407,CTCF_union_20643,GAINED,0,1,0,1,3.35034838,4.64118844,0.46898858
chr19,7279136,7279582,CTCF_union_20644,MAINTAINED,1,1,1,1,13.72894210,9.39594329,-0.54662638
chr19,7334919,7335141,CTCF_union_20645,LOST,1,0,1,0,7.64728755,2.97149513,-1.36079746
chr19,7345151,7345925,CTCF_union_20646,MAINTAINED,1,1,1,1,15.63021530,15.59476757,-0.00327350
chr19,7417286,7418624,CTCF_union_20647,MAINTAINED,1,1,1,2,22.76129894,19.26286776,-0.24064533
chr19,7423227,7423449,CTCF_union_20648,GAINED,0,1,0,1,6.42263656,5.53035512,-0.21543173
chr19,7436152,7436815,CTCF_union_20649,MAINTAINED,1,1,1,1,19.28802505,18.08502633,-0.09286000
chr19,7441546,7441986,CTCF_union_20650,MAINTAINED,1,1,1,1,20.48804662,5.98927925,-1.77262534
chr19,7480852,7481157,CTCF_union_20651,GAINED,0,1,0,1,5.89393677,4.51075948,-0.38511211
chr19,7483447,7483912,CTCF_union_20652,GAINED,0,1,0,1,5.87894034,7.65740951,0.38073118
chr19,7494154,7495103,CTCF_union_20653,MAINTAINED,1,1,1,2,7.02460435,4.33271607,-0.69587165
chr19,7528942,7529444,CTCF_union_20654,MAINTAINED,1,1,1,1,25.10168518,19.38816145,-0.37243893
chr19,7557500,7557800,CTCF_union_20655,GAINED,0,1,0,1,3.38173693,6.58915666,0.96025739
chr19,7595567,7595958,CTCF_union_20656,MAINTAINED,1,1,1,1,14.68743117,11.02879586,-0.41298121
chr19,7611974,7612568,CTCF_union_20657,MAINTAINED,1,1,1,1,7.09765890,4.85284597,-0.54757355
chr19,7617213,7618253,CTCF_union_20658,MAINTAINED,1,1,1,1,14.63683824,15.25265075,0.05941628
chr19,8567164,8567520,CTCF_union_20659,MAINTAINED,1,1,1,1,9.55447149,5.99878212,-0.67061264
chr19,8569395,8569887,CTCF_union_20660,MAINTAINED,1,1,1,1,19.20942028,13.50134713,-0.50839330
chr19,8578119,8578804,CTCF_union_20661,MAINTAINED,1,1,1,1,34.06494206,19.21908815,-0.82542085
chr19,8661692,8662024,CTCF_union_20662,GAINED,0,1,0,1,7.02981102,7.61811846,0.11579055
chr19,8662348,8662844,CTCF_union_20663,MAINTAINED,1,1,1,1,21.64300090,14.07517901,-0.62038908
chr19,8681684,8681933,CTCF_union_20664,LOST,1,0,1,0,10.15986036,3.85205775,-1.39685823
chr19,8682856,8683462,CTCF_union_20665,MAINTAINED,1,1,1,1,19.69531471,14.25246745,-0.46636120
chr19,8713070,8714034,CTCF_union_20666,MAINTAINED,1,1,1,1,16.08679809,21.79367671,0.43779769
